,Name_URL,Name,Name1,Speed,Modules,Price_GB,Color,FirstWordLatency,CASLatency
2773,https://pcpartpicker.com/product/NYmmP6/gskill-trident-z-royal-16-gb-2-x-8-gb-ddr4-4800-cl20-memory-f4-4800c20d-32gtrs,https://cdna.pcpartpicker.com/static/forever/images/product/6940b78ffda38c1118d059009d50444b.256p.jpg,g.skill trident z royal 16 gb,DDR4-4800,2 x 8GB,$16.249,"Color
Silver",8.333,20.0
2774,https://pcpartpicker.com/product/hxzv6h/gskill-memory-f32133c9q16gab,https://m.media-amazon.com/images/I/31+EV+4vHQL.jpg,g.skill ares 16 gb,DDR3-2133,4 x 4GB,$6.911,"Color
Black / Blue",8.439,9.0
2775,https://pcpartpicker.com/product/CPjG3C/gskill-memory-f31600c11s8gis,https://m.media-amazon.com/images/I/41CCe2K0CpL.jpg,g.skill aegis 8 gb,DDR3-1600,1 x 8GB,$13.799,Color,13.75,11.0
2776,https://pcpartpicker.com/product/pDDwrH/crucial-memory-ct204872bb160b,https://m.media-amazon.com/images/I/41T9x0i7D0L.jpg,crucial ct204872bb160b 16 gb,DDR3-1600,1 x 16GB,$3.437,"Color
Green",13.75,11.0
2777,https://pcpartpicker.com/product/rqmxFT/crucial-memory-ct2k16g4dfd8213,https://m.media-amazon.com/images/I/41DlHh3oxDL.jpg,crucial ct2k16g4dfd8213 32 gb,DDR4-2133,2 x 16GB,$4.906,"Color
Black / Green",14.065,15.0
2778,https://pcpartpicker.com/product/YC8H99/corsair-vengeance-led-64gb-4-x-16gb-ddr4-3200-memory-cmu64gx4m4c3200c16b,https://cdna.pcpartpicker.com/static/forever/images/product/79576225fb95545522618c2a6cb02048.256p.jpg,corsair vengeance led 64 gb,DDR4-3200,4 x 16GB,$11.897,"Color
Black / Blue",10.0,16.0
2779,https://pcpartpicker.com/product/fpqbt6/corsair-vengeance-led-16gb-2-x-8gb-ddr4-2400-memory-cmu16gx4m2a2400c16,https://m.media-amazon.com/images/I/41HP8TT1T8L.jpg,corsair vengeance led 16 gb,DDR4-2400,2 x 8GB,$10.562,"Color
Black / White",13.333,16.0
2780,https://pcpartpicker.com/product/LGJtt6/gskill-sniper-x-16gb-2-x-8gb-ddr4-3200-memory-f4-3200c16d-16gsxfb,https://cdna.pcpartpicker.com/static/forever/images/product/c32a25b44dd7e3c98fa159166a5a92fd.256p.jpg,g.skill sniper x 16 gb,DDR4-3200,2 x 8GB,,"Color
Black / Camo",10.0,16.0
2781,https://pcpartpicker.com/product/qDHRsY/gskill-trident-z-royal-16-gb-2-x-8-gb-ddr4-4266-memory-f4-4266c19d-16gtrs,https://cdna.pcpartpicker.com/static/forever/images/product/a8ee4e88d64531f87c8b900443c175f7.256p.jpg,g.skill trident z royal 16 gb,DDR4-4266,2 x 8GB,$12.956,"Color
Silver",8.908,19.0
2782,https://pcpartpicker.com/product/k4NxFT/gskill-trident-z-royal-32-gb-4-x-8-gb-ddr4-3600-cl14-memory-f4-3600c14q-32gtrsa,https://cdna.pcpartpicker.com/static/forever/images/product/234dcd96c1d3537ea18b203c8316db92.256p.jpg,g.skill trident z royal 32 gb,DDR4-3600,4 x 8GB,$14.055,"Color
Silver",7.778,14.0
2783,https://pcpartpicker.com/product/HFDwrH/mushkin-memory-991760,https://m.media-amazon.com/images/I/31oY3RzJMtL.jpg,mushkin silverline 2 gb,DDR2-800,1 x 2GB,$9.525,"Color
Gray / Silver",12.5,5.0
2784,https://pcpartpicker.com/product/MtDwrH/mushkin-memory-996573,https://m.media-amazon.com/images/I/41KM4tiOi4L.jpg,mushkin 996573 4 gb,DDR3-1066,2 x 2GB,$6.585,"Color
Green",13.133,7.0
2785,https://pcpartpicker.com/product/QP4gXL/mushkin-memory-992017,https://m.media-amazon.com/images/I/31zeP3POLLL.jpg,mushkin essentials 8 gb,DDR3-1333,1 x 8GB,$3.765,"Color
Green",13.503,9.0
2786,https://pcpartpicker.com/product/kc8Zxr/corsair-memory-cmv16gx3m2a1600c11,https://cdna.pcpartpicker.com/static/forever/images/product/54642587eece0f438e02ce9314493420.256p.jpg,corsair cmv16gx3m2a1600c11 16 gb,DDR3-1600,2 x 8GB,$5.624,"Color
Green",11.25,9.0
2787,https://pcpartpicker.com/product/2CNp99/gskill-memory-f32400c11q32gxm,https://cdna.pcpartpicker.com/static/forever/images/product/68b1e2b94068ff14acc36b259c6c171b.256p.jpg,g.skill ripjaws x 32 gb,DDR3-2400,4 x 8GB,,Color,9.167,11.0
2788,https://pcpartpicker.com/product/x3K7YJ/patriot-memory-psd38g1333kh,https://m.media-amazon.com/images/I/418yUHwRzTL.jpg,patriot signature line 8 gb,DDR3-1333,2 x 4GB,$7.607,"Color
Blue / Silver",13.503,9.0
2789,https://pcpartpicker.com/product/pNXfrH/kingston-memory-hx318c10f4,https://cdna.pcpartpicker.com/static/forever/images/product/420350537fa9e0e49b1e491fe9c4810d.256p.jpg,kingston hyperx fury 4 gb,DDR3-1866,1 x 4GB,$11.557,"Color
Blue / Silver",10.718,10.0
2790,https://pcpartpicker.com/product/gRBrxr/corsair-memory-cmz8gx3m2a1866c10,https://images-eu.ssl-images-amazon.com/images/I/41HFbsrH4nL.jpg,corsair vengeance 8 gb,DDR3-1866,2 x 4GB,,"Color
Black",9.646,9.0
2791,https://pcpartpicker.com/product/GGfmP6/corsair-memory-cmk16gx4m4b3200c16r,https://cdna.pcpartpicker.com/static/forever/images/product/226aa091170d2f87dd13a742b05bd06c.256p.jpg,corsair vengeance lpx 16 gb,DDR4-3200,4 x 4GB,,"Color
Red",9.375,15.0
2792,https://pcpartpicker.com/product/9HBrxr/patriot-memory-psd416g2133k,https://m.media-amazon.com/images/I/41d+JDRj+YL.jpg,patriot psd416g2133k 16 gb,DDR4-2133,2 x 8GB,,"Color
Green",14.065,15.0
2793,https://pcpartpicker.com/product/NCL7YJ/corsair-memory-cmk32gx4m2a2400c14r,https://cdna.pcpartpicker.com/static/forever/images/product/b005ca073e3f2187a4a35df276408301.256p.jpg,corsair vengeance lpx 32 gb,DDR4-2400,2 x 16GB,,"Color
Red",12.5,15.0
2794,https://pcpartpicker.com/product/VYgPxr/gskill-memory-f43000c15d32gvr,https://m.media-amazon.com/images/I/51dq2i3WGjL.jpg,g.skill ripjaws v 32 gb,DDR4-3000,2 x 16GB,$8.748,"Color
Red",10.0,15.0
2795,https://pcpartpicker.com/product/hzfmP6/kingston-memory-kcp421ns88,https://images-fe.ssl-images-amazon.com/images/I/411-aAPlkeL.jpg,kingston kcp421ns8/8 8 gb,DDR4-2133,1 x 8GB,$7.435,"Color
Black / Green",14.065,15.0
2796,https://pcpartpicker.com/product/mhMwrH/corsair-vengeance-rgb-32gb-2-x-16gb-ddr4-3200-memory-cmr32gx4m2c3200c16w,https://cdna.pcpartpicker.com/static/forever/images/product/cd7c760c2a0864c5bf8573ed3988577e.256p.jpg,corsair vengeance rgb 32 gb,DDR4-3200,2 x 16GB,,"Color
White",10.0,16.0
2797,https://pcpartpicker.com/product/nMF48d/corsair-vengeance-rgb-16gb-2-x-8gb-ddr4-3466-memory-cmr16gx4m2c3466c16,https://cdna.pcpartpicker.com/static/forever/images/product/6c610a06fb8b7ee19ecb46313d948890.256p.jpg,corsair vengeance rgb 16 gb,DDR4-3466,2 x 8GB,,"Color
Black",9.233,16.0
2798,https://pcpartpicker.com/product/CKqhP6/gskill-sniper-x-16gb-2-x-8gb-ddr4-2400-memory-f4-2400c17d-16gsxk,https://cdna.pcpartpicker.com/static/forever/images/product/f512116b4bcc992d284b9cf61745932b.256p.jpg,g.skill sniper x 16 gb,DDR4-2400,2 x 8GB,$5.562,"Color
Black / Camo",14.167,17.0
2799,https://pcpartpicker.com/product/n6448d/team-t-force-night-hawk-rgb-16gb-2-x-8gb-ddr4-4000-memory-tf2d416g4000hc18edc01,https://cdna.pcpartpicker.com/static/forever/images/product/8b0aa0dbcae7de337b971d0f77a3c4f4.256p.jpg,teamgroup t-force night hawk rgb 16 gb,DDR4-4000,2 x 8GB,,"Color
White",9.0,18.0
2800,https://pcpartpicker.com/product/DvtQzy/corsair-vengeance-rgb-pro-64-gb-4-x-16-gb-ddr4-2933-memory-cmw64gx4m4z2933c16,https://cdna.pcpartpicker.com/static/forever/images/product/7166f498ac324571a99d5ef69ffac4de.256p.jpg,corsair vengeance rgb pro 64 gb,DDR4-2933,4 x 16GB,,"Color
Black",10.91,16.0
2801,https://pcpartpicker.com/product/9HqBD3/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr4-3200-memory-cmt32gx4m2z3200c16,https://cdna.pcpartpicker.com/static/forever/images/product/dc5397f6c2016168a593f2eab66a5413.256p.jpg,corsair dominator platinum rgb 32 gb,DDR4-3200,2 x 16GB,$9.062,"Color
Black",10.0,16.0
2802,https://pcpartpicker.com/product/xDDkcf/geil-orion-rgb-amd-edition-32-gb-2-x-16-gb-ddr4-3200-cl18-memory-gaosr432gb3200c18adc,https://cdna.pcpartpicker.com/static/forever/images/product/58f4c4f77bfca5090a8d588940ef2149.256p.jpg,geil orion rgb amd edition 32 gb,DDR4-3200,2 x 16GB,$3.625,"Color
Red",11.25,18.0
